Daily,AUDJPY,AUDUSD,EURGBP,EURUSD,GBPJPY,GBPUSD,USDCAD,USDCHF,USDJPY,Oil,NatGas,Copper,Gold,Soy,Corn
5/2/2014,94.79,0.9276,0.8224,1.387,172.35,1.6866,1.0974,0.8779,102.19,99.76,4.674,3.082,1302.6,1471.12,499.38
5/1/2014,94.92,0.9275,0.821,1.3869,172.88,1.6893,1.0957,0.8794,102.34,99.42,4.719,3.029,1283.1,1460.88,507.62
4/30/2014,94.98,0.9288,0.8218,1.3867,172.54,1.6873,1.0961,0.8804,102.26,99.74,4.815,3.03,1295.6,1511.38,519.12
4/29/2014,95.13,0.9268,0.8208,1.3812,172.71,1.6827,1.0943,0.8834,102.64,101.28,4.831,3.072,1296,1516.12,521.88
4/28/2014,94.89,0.9257,0.824,1.385,172.28,1.6807,1.103,0.8802,102.5,100.84,4.795,3.108,1298.9,1498.62,513.38
4/25/2014,94.77,0.9275,0.8232,1.3833,171.69,1.6805,1.1039,0.8817,102.17,100.6,4.647,3.127,1300.7,1499.12,505.5
4/24/2014,94.8,0.9264,0.8231,1.3833,171.95,1.6805,1.1021,0.8813,102.32,101.94,4.705,3.136,1290.5,1472.62,501.62
4/23/2014,95.28,0.9292,0.8233,1.3817,172.09,1.6783,1.1032,0.8833,102.54,101.44,4.73,3.082,1284.2,1468.5,503.62
4/22/2014,96.14,0.9368,0.8206,1.3805,172.64,1.6824,1.1026,0.8851,102.62,102.13,4.739,3.079,1280.6,1480.75,495.88
4/21/2014,95.72,0.9328,0.8214,1.3793,172.32,1.6792,1.1011,0.8852,102.62,104.37,4.697,3.068,1288,1499.88,488.62
4/18/2014,95.58,0.9333,0.8219,1.3815,172.13,1.6807,1.1017,0.8831,102.42,104.3,4.741,3.07,1293.4,1516,494.62
4/17/2014,95.5,0.9327,0.8226,1.3815,171.94,1.6793,1.1002,0.8831,102.39,104.3,4.741,3.07,1293.4,1516,494.62
4/16/2014,95.81,0.9371,0.8225,1.3816,171.74,1.6798,1.1011,0.882,102.23,103.76,4.53,3.05,1303.1,1519.25,497.88
4/15/2014,95.42,0.9361,0.8257,1.3814,170.53,1.673,1.0975,0.8801,101.93,103.75,4.567,3.017,1300,1501,503.88
4/14/2014,95.97,0.9424,0.8261,1.3821,170.38,1.6729,1.0963,0.8797,101.84,104.05,4.56,3.067,1327.2,1476,502.88
4/11/2014,95.49,0.9397,0.8297,1.3885,170.04,1.6733,1.0981,0.876,101.61,103.74,4.62,3.066,1318.7,1463.75,497.88
4/10/2014,95.58,0.9414,0.8274,1.3888,170.43,1.6785,1.0936,0.8766,101.53,103.4,4.655,3.068,1320.1,1481.12,501.38
4/9/2014,95.78,0.9391,0.825,1.3856,171.27,1.6793,1.0878,0.8798,101.98,103.6,4.586,3.066,1305.5,1495,501.38
4/8/2014,95.33,0.9363,0.8237,1.3796,170.52,1.6748,1.0923,0.8831,101.81,102.56,4.534,3.076,1308.7,1483.12,506.88
4/7/2014,95.58,0.9271,0.8274,1.3741,171.25,1.661,1.0973,0.888,103.11,100.44,4.476,3.063,1298,1463,498.62
4/4/2014,95.97,0.9292,0.8265,1.3703,171.25,1.658,1.0981,0.8925,103.28,101.14,4.439,3.043,1303.2,1472.25,501.12
4/3/2014,95.94,0.9232,0.8266,1.372,172.5,1.6599,1.1035,0.8909,103.92,100.29,4.47,3.047,1284.4,1473.75,500.12
4/2/2014,96.07,0.9248,0.828,1.3767,172.71,1.6626,1.1032,0.8867,103.88,99.62,4.364,3.065,1290.5,1462.12,496.12
4/1/2014,95.83,0.9246,0.8295,1.3794,172.35,1.6629,1.1024,0.8833,103.64,99.74,4.276,3.055,1279.6,1482.88,507.5
3/31/2014,95.62,0.9264,0.8265,1.3771,172,1.6663,1.105,0.8847,103.22,101.58,4.371,3.046,1283.4,1462.38,501.62
3/28/2014,95.11,0.9248,0.8266,1.3753,171.09,1.6638,1.1061,0.8869,102.81,101.67,4.485,3.059,1293.8,1435.88,490.88
3/27/2014,94.64,0.9261,0.8274,1.374,169.75,1.6611,1.1033,0.8865,102.17,101.28,4.584,3.037,1293.8,1437.12,492.25
3/26/2014,94.11,0.9222,0.831,1.3783,169.26,1.6586,1.1101,0.8851,102.05,100.26,4.402,3.01,1303.4,1441.12,484.88
3/25/2014,93.72,0.9165,0.8366,1.3827,169.02,1.6529,1.1167,0.8825,102.27,99.19,4.411,3.046,1311.4,1426.5,487.12
3/24/2014,93.39,0.9133,0.8388,1.3839,168.68,1.6498,1.1192,0.8808,102.25,99.6,4.276,2.99,1311.2,1425.75,490.62
3/21/2014,92.87,0.9082,0.8367,1.3794,168.6,1.6486,1.122,0.8832,102.27,99.46,4.313,2.994,1336,1409.62,478.88
3/20/2014,92.56,0.9039,0.8348,1.3779,169.01,1.6505,1.1241,0.8839,102.4,99.43,4.369,2.976,1330.5,1434,478.12
3/19/2014,92.55,0.9042,0.8362,1.3833,169.3,1.6542,1.1238,0.8806,102.34,100.37,4.484,3.028,1341.4,1431.12,487.62
3/18/2014,92.59,0.9129,0.8397,1.3934,168.31,1.6593,1.1136,0.8731,101.44,99.7,4.456,2.994,1359,1418.62,486.62
3/17/2014,92.47,0.9086,0.8368,1.3922,169.31,1.6637,1.1054,0.8734,101.77,98.08,4.536,3.002,1372.9,1391.62,478.25
3/14/2014,91.52,0.9029,0.8359,1.3915,168.72,1.6646,1.1104,0.8724,101.36,98.89,4.425,3.013,1379,1389.75,484.88
3/13/2014,91.98,0.9032,0.8342,1.3869,169.31,1.6625,1.1075,0.875,101.84,98.2,4.383,2.99,1372.2,1393.38,484.62
3/12/2014,92.36,0.8988,0.8366,1.3903,170.79,1.662,1.1119,0.874,102.77,97.99,4.49,3.026,1370.3,1387.75,488.62
3/11/2014,92.48,0.8977,0.834,1.386,171.19,1.6617,1.1105,0.8784,103.02,100.03,4.605,3.031,1346.5,1412.12,484.25
3/10/2014,93.14,0.902,0.8337,1.3877,171.9,1.6646,1.1108,0.8778,103.27,101.12,4.651,3.111,1341.4,1418.5,477.62
3/7/2014,93.7,0.9073,0.8303,1.3878,172.63,1.6712,1.1083,0.878,103.28,102.58,4.618,3.156,1338.1,1459.75,487.12
3/6/2014,93.69,0.909,0.828,1.3861,172.53,1.674,1.0985,0.8806,103.07,101.56,4.662,3.276,1351.7,1437.25,491
3/5/2014,91.94,0.8986,0.8212,1.3733,171.06,1.6723,1.1027,0.8871,102.31,101.45,4.523,3.253,1340.2,1421.38,481.62
3/4/2014,91.48,0.895,0.8247,1.3743,170.32,1.6664,1.1092,0.8874,102.21,103.33,4.667,3.261,1337.8,1422.62,484.88
3/3/2014,90.67,0.8937,0.824,1.3735,169.09,1.6667,1.1077,0.8831,101.45,104.92,4.492,3.22,1350.1,1409.38,472
2/28/2014,90.9,0.8929,0.8243,1.3802,170.47,1.6745,1.1065,0.88,101.81,102.59,4.609,3.239,1321.4,1414.12,462.62
2/27/2014,91.56,0.8965,0.8215,1.3709,170.44,1.6688,1.1121,0.8883,102.13,102.4,4.511,3.236,1331.6,1388.38,455.62
2/26/2014,91.81,0.8968,0.821,1.3688,170.69,1.6672,1.1127,0.8907,102.38,102.59,4.855,3.269,1328.2,1397.38,459.38
2/25/2014,92.22,0.902,0.824,1.3745,170.53,1.6681,1.1083,0.8868,102.23,101.83,5.096,3.338,1343,1386.25,461.38
2/24/2014,92.66,0.9038,0.8246,1.3735,170.76,1.6657,1.1058,0.889,102.5,102.82,5.445,3.359,1338.3,1374,458.13
2/21/2014,92.03,0.8976,0.8268,1.374,170.36,1.6617,1.1111,0.8879,102.53,102.2,6.135,3.336,1323.9,1371.62,452.25
2/20/2014,92.1,0.9006,0.8239,1.3719,170.28,1.665,1.1098,0.8897,102.27,102.92,6.064,3.324,1317.1,1359,456.13
2/19/2014,92.09,0.9,0.8233,1.3733,170.66,1.6681,1.1079,0.8887,102.33,103.31,6.149,3.336,1320.6,1354.88,454.38
2/18/2014,92.42,0.9028,0.8246,1.3758,170.8,1.6684,1.0946,0.8881,102.37,102.43,5.551,3.341,1324.7,1361.38,449.88
2/17/2014,92.06,0.9032,0.8202,1.3708,170.35,1.6715,1.0962,0.8915,101.94,100.58,5.528,3.281,1328.5,1338.25,445.63
2/14/2014,91.95,0.9033,0.8176,1.3693,170.48,1.6746,1.0978,0.8929,101.8,100.3,5.214,3.321,1319,1338.25,445.63
2/13/2014,91.75,0.898,0.8213,1.3681,170.21,1.666,1.0974,0.8935,102.17,100.35,5.223,3.307,1300.4,1342.25,440.12
2/12/2014,92.55,0.9026,0.8192,1.3595,170.16,1.6596,1.1001,0.9005,102.53,100.37,4.822,3.316,1295.3,1322.62,439.75
2/11/2014,92.76,0.9038,0.829,1.3639,168.84,1.645,1.1006,0.8983,102.64,99.94,4.824,3.27,1290.1,1336.5,441.62
2/10/2014,91.5,0.8949,0.832,1.3646,167.71,1.6401,1.1056,0.8971,102.25,100.06,4.579,3.272,1274.8,1325.38,443.63
2/7/2014,91.68,0.8958,0.8308,1.3635,167.96,1.6412,1.1033,0.898,102.34,99.88,4.775,3.271,1263.3,1331.12,444.12
2/6/2014,91.45,0.8956,0.8326,1.359,166.65,1.6322,1.107,0.9011,102.11,97.84,4.931,3.259,1257.6,1326,442.88
2/5/2014,90.38,0.8909,0.8298,1.3533,165.44,1.6309,1.1083,0.9034,101.44,97.38,5.03,3.215,1257.3,1315.88,443.12
2/4/2014,90.73,0.8927,0.8282,1.3519,165.95,1.6325,1.1084,0.9037,101.65,97.19,5.375,3.217,1251.7,1312.25,441.88
2/3/2014,88.39,0.8752,0.8295,1.3525,164.66,1.6305,1.1118,0.9009,100.99,96.43,4.905,3.2,1260.4,1291.88,435.88
1/31/2014,89.34,0.8756,0.8206,1.3487,167.7,1.6436,1.1129,0.9064,102.03,97.49,4.943,3.22,1240.1,1283.88,434.25
1/30/2014,90.34,0.8795,0.8223,1.3556,169.34,1.6485,1.1157,0.9028,102.72,98.23,5.011,3.238,1242.2,1275.62,433.38
1/29/2014,89.42,0.874,0.8249,1.3663,169.44,1.6562,1.1173,0.8943,102.3,97.36,5.557,3.268,1266.7,1268.62,427.5
1/28/2014,90.39,0.8779,0.8245,1.3669,170.71,1.6579,1.115,0.8972,102.97,97.41,5.033,3.285,1251,1285,431.62
1/27/2014,89.61,0.8739,0.8244,1.3672,170.07,1.6584,1.1116,0.8963,102.55,95.72,4.847,3.294,1263.6,1288.5,431.88
1/24/2014,88.83,0.8683,0.8297,1.3678,168.62,1.6483,1.1088,0.8946,102.3,96.64,5.182,3.304,1264.5,1286,429.12
1/23/2014,90.55,0.8768,0.8232,1.3695,171.81,1.6637,1.1101,0.8974,103.27,97.32,4.73,3.322,1262.6,1275.38,428.88
1/22/2014,92.51,0.8851,0.8174,1.3547,173.23,1.6575,1.1086,0.9114,104.52,96.73,4.689,3.375,1239,1280.25,425.88
1/21/2014,91.86,0.8806,0.8231,1.3561,171.88,1.6476,1.0966,0.9102,104.32,94.99,4.431,3.392,1242.3,1280.5,425.12
1/20/2014,91.79,0.8811,0.8247,1.3552,171.18,1.6432,1.0948,0.9101,104.18,93.93,4.293,3.339,1255.1,1316.62,424.62
1/17/2014,91.61,0.8782,0.8244,1.3541,171.33,1.6424,1.0962,0.9103,104.31,94.37,4.326,3.378,1251.7,1316.62,424.62
1/16/2014,92.06,0.8821,0.8329,1.362,170.67,1.6354,1.0932,0.905,104.36,93.96,4.382,3.391,1240,1315.38,427
1/15/2014,93.2,0.8915,0.831,1.3605,171.17,1.6371,1.0934,0.9083,104.56,94.17,4.325,3.406,1238.1,1317.88,425.88
1/14/2014,93.44,0.8966,0.832,1.3679,171.34,1.6441,1.0944,0.9025,104.22,92.59,4.369,3.388,1245.2,1306.25,432.12
1/13/2014,93.25,0.9053,0.8346,1.3672,168.74,1.6382,1.0862,0.899,103,91.8,4.274,3.4,1250.9,1294.75,434.38
1/10/2014,93.69,0.8996,0.8294,1.367,171.66,1.6482,1.0895,0.9025,104.15,92.72,4.053,3.387,1246.7,1277.5,431.88
1/9/2014,93.27,0.8899,0.8256,1.3608,172.77,1.6481,1.084,0.9073,104.83,91.66,4.005,3.354,1229.3,1274,412.12
1/8/2014,93.35,0.8902,0.8254,1.3576,172.47,1.6448,1.0819,0.911,104.86,92.33,4.216,3.393,1225.3,1269.62,415.62
1/7/2014,93.39,0.8927,0.8301,1.3616,171.6,1.6403,1.0765,0.9091,104.62,93.67,4.299,3.411,1229.4,1274.5,425.88
1/6/2014,93.45,0.8967,0.8307,1.3628,170.98,1.6405,1.0655,0.9042,104.22,93.43,4.306,3.412,1237.8,1278.12,427.88
1/3/2014,93.81,0.8947,0.8277,1.3588,172.13,1.6417,1.0635,0.9053,104.86,93.96,4.304,3.406,1238.4,1271.75,423.62
1/2/2014,93.34,0.891,0.8309,1.3672,172.38,1.6454,1.0671,0.8992,104.77,95.44,4.321,3.432,1225,1270.75,421.38
1/1/2014,93.5,0.8884,0.8302,1.3754,174.35,1.6566,1.0644,0.892,105.25,98.7,4.232,3.398,1205.4,1289.38,421.38
12/31/2013,93.92,0.8918,0.8302,1.3746,174.38,1.6558,1.0623,0.8931,105.31,98.42,4.23,3.442,1201.9,1289.38,421.38
12/30/2013,93.62,0.8903,0.8365,1.3804,173.53,1.6502,1.0648,0.888,105.16,99.29,4.427,3.421,1203.1,1308.88,423.38
12/27/2013,93.28,0.8869,0.8338,1.3742,173.32,1.6481,1.0706,0.8916,105.17,100.32,4.407,3.47,1216.1,1331.75,427.38
12/26/2013,93.22,0.8895,0.8343,1.3692,172,1.6412,1.0648,0.8966,104.81,99.55,4.433,3.45,1214.1,1319.75,426.88
12/25/2013,93.08,0.8917,0.8367,1.368,170.67,1.635,1.0636,0.8957,104.38,99.22,4.416,3.417,1205.1,1333.5,435.12
12/24/2013,93.09,0.892,0.8357,1.3684,170.9,1.6376,1.0632,0.8955,104.36,99.22,4.416,3.417,1205.1,1333.5,435.12
12/23/2013,93.03,0.8935,0.8374,1.3696,170.28,1.6356,1.0606,0.894,104.11,98.91,4.463,3.35,1198.4,1328.38,433.88
12/20/2013,92.85,0.8921,0.8369,1.3672,170.01,1.6336,1.0635,0.8962,104.08,99.32,4.418,3.348,1205.1,1338.25,433.88
12/19/2013,92.44,0.8867,0.8344,1.3663,170.69,1.637,1.0664,0.8982,104.25,98.77,4.46,3.341,1195,1327.5,430.88
12/18/2013,92.4,0.8861,0.8348,1.3685,170.93,1.6392,1.0703,0.8941,104.28,97.8,4.251,3.361,1236.1,1324.62,425.12
12/17/2013,91.35,0.8897,0.8466,1.3768,166.99,1.6264,1.0607,0.885,102.67,97.22,4.287,3.367,1231.2,1344.62,427.12
12/16/2013,92.17,0.8948,0.8444,1.3761,167.89,1.6298,1.0596,0.8874,103.03,97.48,4.279,3.376,1245.5,1336.62,423.12
12/13/2013,92.51,0.8962,0.8433,1.3743,168.24,1.6299,1.0586,0.8893,103.22,96.6,4.351,3.352,1235.7,1327.12,425.12
12/12/2013,92.4,0.8938,0.8413,1.3755,169.03,1.635,1.0638,0.8892,103.38,97.5,4.409,3.332,1226,1325.62,434.38
12/11/2013,92.7,0.905,0.8418,1.3785,167.75,1.6375,1.059,0.8865,102.44,97.44,4.337,3.332,1258.5,1343.88,439.62
12/10/2013,94.11,0.9151,0.8367,1.3761,169.13,1.6446,1.0601,0.8874,102.84,98.51,4.237,3.301,1262.4,1338.75,436.38
12/9/2013,94.11,0.9113,0.8362,1.3739,169.68,1.643,1.0628,0.8905,103.28,97.34,4.232,3.296,1235.3,1343.5,438.12
12/6/2013,93.67,0.9103,0.8383,1.3705,168.25,1.6349,1.0636,0.8921,102.91,97.65,4.114,3.269,1230.3,1325.62,434.62
12/5/2013,92.25,0.9063,0.8367,1.3667,166.27,1.6335,1.0654,0.8967,101.78,97.38,4.132,3.261,1233.2,1328.38,433.5
12/4/2013,92.43,0.903,0.8297,1.3594,167.71,1.6384,1.0682,0.9024,102.36,97.2,3.96,3.272,1248.2,1328.38,436.62
12/3/2013,93.67,0.9137,0.829,1.359,168.04,1.6392,1.0647,0.9044,102.52,96.04,3.976,3.201,1221.7,1319.25,431.38
12/2/2013,93.75,0.9105,0.8279,1.3541,168.41,1.6357,1.0644,0.9086,102.95,93.82,3.988,3.217,1222.3,1321.12,424.88
11/29/2013,93.34,0.9112,0.8304,1.3591,167.68,1.6367,1.0615,0.9062,102.44,92.72,3.954,3.231,1250.6,1337,425
11/28/2013,93.12,0.9101,0.8325,1.3605,167.22,1.6342,1.0581,0.9055,102.32,92.28,3.928,3.2,1243.8,1319.25,426.62
11/27/2013,92.76,0.908,0.8337,1.3579,166.41,1.6288,1.0595,0.9076,102.17,92.3,3.895,3.2,1237.8,1319.25,426.62
11/26/2013,92.47,0.9129,0.8369,1.3572,164.27,1.6216,1.0541,0.9065,101.3,93.68,3.818,3.229,1241.4,1328.88,424
11/25/2013,93.14,0.9161,0.8367,1.3517,164.28,1.6156,1.0545,0.9119,101.68,94.09,3.789,3.239,1241.1,1328.12,431.25
11/22/2013,92.88,0.9171,0.8356,1.3558,164.33,1.6226,1.0514,0.9068,101.28,94.84,3.768,3.227,1244,1319.38,423.38
11/21/2013,93.41,0.9234,0.8322,1.3482,163.88,1.62,1.0517,0.9129,101.16,95.44,3.702,3.197,1243.5,1292.38,422.62
11/20/2013,93.38,0.9335,0.8345,1.3439,161.09,1.6105,1.0454,0.9162,100.03,93.33,3.674,3.162,1257.9,1275.12,416.62
11/19/2013,94.48,0.9435,0.8399,1.3539,161.45,1.6121,1.047,0.9111,100.15,93.34,3.556,3.162,1273.4,1279.12,418.12
11/18/2013,93.77,0.9377,0.8383,1.3505,161.1,1.611,1.0429,0.9133,100,93.03,3.617,3.154,1272.2,1287.75,411.88
11/15/2013,93.88,0.9371,0.8371,1.3496,161.51,1.6121,1.0439,0.9151,100.19,93.84,3.66,3.173,1287.3,1279.62,421.88
11/14/2013,93.19,0.9317,0.8378,1.3459,160.7,1.6065,1.0461,0.9165,100.02,93.76,3.605,3.161,1286.2,1313.62,425.88
11/13/2013,92.9,0.9361,0.8398,1.3486,159.37,1.6058,1.0455,0.9138,99.25,93.88,3.566,3.164,1268.3,1314.5,430.12
11/12/2013,92.67,0.9303,0.8448,1.3436,158.47,1.5905,1.0495,0.9175,99.64,93.04,3.617,3.236,1271.1,1313.62,432.12
11/11/2013,92.8,0.9359,0.8385,1.3406,158.54,1.599,1.0476,0.9194,99.16,95.14,3.574,3.262,1281,1299.88,434.88
11/8/2013,92.99,0.9385,0.8348,1.3372,158.69,1.6018,1.0479,0.9215,99.08,94.6,3.559,3.253,1284.5,1295.25,426.12
11/7/2013,92.75,0.9456,0.8337,1.3419,157.9,1.6097,1.0459,0.9157,98.09,94.2,3.519,3.249,1308.4,1267.12,420.88
11/6/2013,93.97,0.9525,0.8403,1.3513,158.66,1.6081,1.0419,0.9124,98.66,94.8,3.498,3.235,1317.7,1256.62,420.88
11/5/2013,93.65,0.9507,0.8398,1.3475,158.06,1.6045,1.0454,0.9137,98.5,93.37,3.466,3.252,1308,1250.75,425.62
11/4/2013,93.79,0.9512,0.8464,1.3516,157.45,1.5968,1.0422,0.9098,98.61,94.62,3.445,3.248,1314.6,1255.75,426.12
11/1/2013,93.14,0.9437,0.8468,1.3487,157.18,1.5926,1.0421,0.9123,98.69,94.61,3.513,3.293,1313.1,1252.38,426.88
10/31/2013,93.04,0.9459,0.8468,1.3584,157.78,1.6042,1.0431,0.9067,98.36,96.38,3.581,3.295,1323.6,1265.62,428.12
10/30/2013,93.42,0.9483,0.8564,1.3736,158,1.6039,1.0479,0.8992,98.51,96.77,3.62,3.321,1349,1275.62,429.88
10/29/2013,93.07,0.9479,0.8566,1.3745,157.56,1.6047,1.047,0.8988,98.19,98.2,3.497,3.276,1345.2,1271.25,432.62
10/28/2013,93.5,0.9571,0.8539,1.3784,157.68,1.6142,1.0445,0.8958,97.68,98.68,3.569,3.261,1352,1267.38,430.38
10/25/2013,93.37,0.9584,0.8539,1.3805,157.49,1.6166,1.0449,0.8927,97.42,97.85,3.707,3.265,1352.4,1299.88,440.12
10/24/2013,93.61,0.9623,0.8518,1.38,157.61,1.6201,1.0421,0.8923,97.28,97.11,3.629,3.261,1350.2,1309.62,440.38
10/23/2013,93.75,0.9627,0.8523,1.3777,157.41,1.6164,1.0382,0.8921,97.38,96.86,3.619,3.267,1333.9,1308.62,442.88
10/22/2013,95.27,0.9708,0.8488,1.3781,159.34,1.6236,1.0286,0.8948,98.14,97.8,3.581,3.329,1342.5,1300.5,437.88
10/21/2013,94.78,0.9653,0.8474,1.3682,158.55,1.6147,1.0302,0.9021,98.19,99.22,3.668,3.296,1315.7,1302.12,444.38
10/18/2013,94.58,0.9677,0.8466,1.3684,158.01,1.6167,1.0287,0.9019,97.73,100.81,3.764,3.293,1314.4,1290.62,441.25
10/17/2013,94.34,0.9636,0.846,1.3676,158.26,1.6164,1.029,0.9024,97.91,100.67,3.757,3.289,1322.7,1291.62,443.38
10/16/2013,94.34,0.9553,0.8486,1.3535,157.53,1.5951,1.0328,0.9135,98.77,102.29,3.769,3.3,1282,1277.75,441.62
10/15/2013,93.52,0.9526,0.8454,1.3523,157.04,1.5998,1.0381,0.9128,98.17,101.21,3.79,3.304,1273,1266.75,443.88
10/14/2013,93.53,0.9488,0.8485,1.3561,157.57,1.5984,1.0355,0.9103,98.58,102.41,3.82,3.3,1276.4,1271.62,437.12
10/11/2013,93.33,0.9467,0.8488,1.3542,157.28,1.5956,1.035,0.9123,98.58,102.02,3.776,3.265,1268,1267.88,433.25
10/10/2013,92.78,0.9452,0.8468,1.352,156.71,1.5965,1.0399,0.9121,98.16,103.01,3.723,3.241,1296.6,1287.38,439.12
10/9/2013,91.94,0.9444,0.8477,1.3524,155.32,1.5956,1.0393,0.9102,97.34,101.61,3.679,3.221,1306.9,1286.75,443.88
10/8/2013,91.3,0.9423,0.8438,1.3573,155.82,1.6084,1.0368,0.904,96.88,103.49,3.716,3.282,1324.2,1288.88,441.38
10/7/2013,91.19,0.9429,0.8438,1.3582,155.67,1.6097,1.0313,0.903,96.71,103.03,3.629,3.289,1324.8,1295.5,449.38
10/4/2013,91.95,0.9434,0.8468,1.3558,156.05,1.601,1.0295,0.9073,97.47,103.84,3.506,3.293,1309.7,1296.12,443.38
10/3/2013,91.39,0.9395,0.8429,1.3618,157.14,1.6156,1.0333,0.8993,97.27,103.31,3.499,3.262,1317.4,1286.25,439.12
10/2/2013,91.37,0.9385,0.8369,1.3579,157.94,1.6223,1.0336,0.9028,97.36,104.1,3.542,3.312,1320.6,1274.5,439.12
10/1/2013,92.1,0.9398,0.8352,1.3526,158.7,1.6195,1.0324,0.9056,98,102.04,3.609,3.272,1286,1268.62,439.5
9/30/2013,91.52,0.9317,0.8357,1.3526,159,1.6186,1.031,0.905,98.23,102.33,3.56,3.321,1326.5,1281.38,441.88
9/27/2013,91.53,0.9316,0.8379,1.3522,158.57,1.6139,1.0307,0.906,98.26,102.87,3.589,3.325,1338.4,1320.25,453.62
9/26/2013,92.7,0.9365,0.8409,1.3489,158.79,1.6041,1.031,0.9103,98.99,103.03,3.498,3.304,1323.6,1317.38,457.38
9/25/2013,92.21,0.9367,0.8411,1.3526,158.29,1.608,1.0313,0.9092,98.44,102.66,3.493,3.28,1335.9,1321.88,454.38
9/24/2013,92.75,0.9394,0.8419,1.3474,158.01,1.6003,1.03,0.9129,98.73,103.13,3.492,3.265,1316,1312.25,448.62
9/23/2013,93.22,0.9432,0.841,1.3493,158.57,1.6042,1.0285,0.911,98.84,103.59,3.602,3.308,1326.9,1308.12,453.12
9/20/2013,93.3,0.9394,0.8449,1.3524,158.97,1.6006,1.0305,0.9103,99.31,104.68,3.687,3.328,1332.5,1316.12,451.38
9/19/2013,93.86,0.9437,0.844,1.353,159.43,1.6031,1.0264,0.9106,99.45,106.39,3.72,3.35,1369.4,1340,460.25
9/18/2013,93.23,0.9519,0.8375,1.3522,158.13,1.6146,1.022,0.9122,97.94,108.07,3.713,3.284,1307.8,1347.88,456.88
9/17/2013,92.73,0.9355,0.84,1.3359,157.64,1.5904,1.0296,0.926,99.12,105.42,3.745,3.228,1309.5,1341.75,453.88
9/16/2013,92.33,0.9319,0.8388,1.3334,157.5,1.5896,1.0324,0.9274,99.08,106.59,3.738,3.227,1317.9,1348.38,457.12
9/13/2013,91.88,0.9245,0.8374,1.3294,157.75,1.5875,1.0352,0.93,99.36,108.21,3.677,3.207,1308.4,1381.88,458.88
9/12/2013,92.29,0.9271,0.8414,1.3299,157.34,1.5806,1.0322,0.9306,99.55,108.6,3.638,3.212,1330.4,1397.38,466.88
9/11/2013,93.17,0.9329,0.8416,1.3312,157.98,1.5818,1.0319,0.9304,99.88,107.56,3.567,3.256,1363.9,1358.38,473.12
9/10/2013,93.48,0.9311,0.8433,1.3269,157.99,1.5735,1.0349,0.9348,100.41,107.39,3.584,3.261,1364.1,1356.38,468.88
9/9/2013,91.89,0.9228,0.8447,1.3255,156.27,1.5694,1.0371,0.9324,99.58,109.52,3.605,3.276,1386.8,1355.25,463.62
9/6/2013,91.05,0.9186,0.8432,1.318,154.93,1.5631,1.0405,0.9375,99.11,110.53,3.53,3.258,1386.7,1369.62,468.25
9/5/2013,91.33,0.9123,0.8416,1.312,156.1,1.5591,1.0506,0.9451,100.12,108.37,3.575,3.241,1373.1,1367.75,461.38
9/4/2013,91.49,0.9171,0.8452,1.3209,155.89,1.5627,1.0494,0.9353,99.76,107.23,3.683,3.236,1389.9,1352.5,469.12
9/3/2013,90.23,0.9062,0.8464,1.317,154.95,1.556,1.0534,0.9366,99.58,108.54,3.666,3.296,1412,1385.88,475.5
9/2/2013,89.19,0.8978,0.8486,1.3192,154.42,1.5546,1.0545,0.9345,99.33,106.75,3.667,3.308,1393.7,1356.38,482.88
8/30/2013,87.36,0.89,0.8526,1.3222,152.25,1.551,1.0537,0.93,98.17,107.65,3.581,3.225,1396.1,1356.38,482.88
8/29/2013,87.83,0.8931,0.854,1.3241,152.49,1.5504,1.0532,0.9308,98.35,108.8,3.618,3.244,1412.9,1369.12,480.88
8/28/2013,87.3,0.8941,0.8591,1.334,151.61,1.5526,1.0487,0.9221,97.64,110.1,3.566,3.307,1419,1374.38,480.12
8/27/2013,87.17,0.8984,0.8615,1.3393,150.85,1.5547,1.0474,0.9174,97.03,109.01,3.534,3.333,1420.6,1373.12,486.25
8/26/2013,88.95,0.9032,0.8582,1.3369,153.44,1.5576,1.0501,0.9233,98.51,105.92,3.513,3.322,1393,1389.62,501.38
8/23/2013,89.11,0.9025,0.8596,1.3382,153.72,1.5568,1.0495,0.9214,98.75,106.42,3.485,3.352,1395.7,1362.88,494.25
8/22/2013,88.94,0.9009,0.8569,1.3356,153.9,1.5588,1.0516,0.9233,98.73,105.03,3.545,3.333,1371.2,1323.75,487.88
8/21/2013,87.64,0.8971,0.8529,1.3357,152.97,1.5659,1.0474,0.9225,97.67,103.85,3.46,3.312,1370.6,1330.62,498
8/20/2013,88.25,0.9073,0.8565,1.3417,152.41,1.5667,1.0392,0.9175,97.28,104.97,3.444,3.34,1373.1,1309.25,483.62
8/19/2013,88.89,0.911,0.8521,1.3335,152.68,1.5649,1.0346,0.9241,97.56,107.1,3.463,3.337,1366.2,1322.12,493.25
8/16/2013,89.58,0.9185,0.8528,1.333,152.43,1.563,1.0336,0.9264,97.53,107.46,3.368,3.365,1371.7,1283.25,473.88
8/15/2013,89,0.9141,0.8534,1.3348,152.31,1.5641,1.0305,0.9261,97.37,107.33,3.419,3.338,1361.6,1289,482.25
8/14/2013,89.51,0.9122,0.8552,1.3256,152.12,1.55,1.0341,0.9357,98.14,106.85,3.342,3.341,1334,1268.62,464.75
