Daily,AUDJPY,AUDUSD,EURGBP,EURUSD,GBPJPY,GBPUSD,USDCAD,USDCHF,USDJPY,Oil,NatGas,Copper,Gold,Soy,Corn
1/21/2015,95.37,0.8085,0.7667,1.161,178.62,1.5143,1.2341,0.8601,117.95,47.78,2.974,2.615,1293.7,983.38,387.38
1/20/2015,97.08,0.8171,0.7627,1.155,179.94,1.5145,1.2114,0.8758,118.81,46.39,2.831,2.615,1294.2,982.38,390.38
1/19/2015,96.54,0.8212,0.768,1.1605,177.68,1.5111,1.1939,0.8796,117.57,47.78,2.97,2.573,1275.9,990.62,386.38
1/16/2015,96.78,0.8227,0.7636,1.1569,178.24,1.5151,1.1985,0.8575,117.64,48.69,3.127,2.654,1276.9,990.62,386.38
1/15/2015,95.41,0.8218,0.7657,1.163,176.46,1.5184,1.196,0.8582,116.17,46.25,3.158,2.611,1264.7,991.88,379.88
1/14/2015,95.64,0.8151,0.774,1.1789,178.73,1.5232,1.1951,1.0187,117.33,48.48,3.233,2.553,1234.4,1011,382.38
1/13/2015,96.3,0.8166,0.7766,1.1772,178.77,1.5159,1.1957,1.0201,117.93,45.89,2.943,2.679,1234.3,1004.88,385.38
1/12/2015,96.53,0.8157,0.7799,1.1834,179.57,1.5171,1.1974,1.0149,118.35,46.07,2.795,2.763,1232.7,1016.38,401.88
1/9/2015,97.25,0.8205,0.7811,1.1842,179.69,1.516,1.1867,1.0142,118.53,48.36,2.946,2.791,1216,1052,400.12
1/8/2015,97.2,0.8124,0.7815,1.1792,180.56,1.5089,1.183,1.0186,119.66,48.79,2.927,2.807,1208.4,1047.88,394.62
1/7/2015,96.36,0.8079,0.7835,1.184,180.2,1.5111,1.1814,1.0144,119.25,48.65,2.871,2.796,1210.6,1055.88,396.12
1/6/2015,95.73,0.8085,0.7846,1.1889,179.4,1.5151,1.1836,1.0101,118.41,47.93,2.938,2.804,1219.3,1056.25,404.88
1/5/2015,96.7,0.8083,0.7825,1.1933,182.44,1.525,1.1764,1.0071,119.64,50.04,2.882,2.793,1203.9,1045.38,406.12
1/2/2015,97.48,0.8089,0.7831,1.2003,184.71,1.5328,1.1784,1.0013,120.5,52.69,3.003,2.838,1186,1007.12,396.12
1/1/2015,98.02,0.8182,0.7786,1.2104,186.22,1.5546,1.1617,0.994,119.79,54.56,2.841,2.826,1186.8,1022.88,397.25
12/31/2014,97.79,0.817,0.7768,1.2099,186.43,1.5575,1.1621,0.9942,119.69,53.27,2.889,2.838,1183.9,1022.88,397.25
12/30/2014,97.77,0.8183,0.7814,1.2158,185.9,1.5559,1.1611,0.989,119.48,54.12,3.094,2.869,1200.2,1042.62,406.12
12/29/2014,98.14,0.8132,0.7833,1.2152,187.22,1.5514,1.1634,0.9898,120.67,53.61,3.189,2.838,1181.7,1049.62,412.62
12/26/2014,97.75,0.8118,0.7827,1.2176,187.31,1.5556,1.1626,0.9878,120.41,54.73,3.007,2.836,1195.3,1047.12,414.62
12/25/2014,97.47,0.8116,0.7866,1.2223,186.61,1.5538,1.1626,0.9844,120.1,55.92,3.092,2.851,1177,1028.62,408.38
12/24/2014,97.69,0.8106,0.7837,1.2194,187.5,1.5559,1.1625,0.986,120.5,55.84,3.03,2.874,1173.5,1028.62,408.38
12/23/2014,97.8,0.8104,0.7842,1.2172,187.33,1.5522,1.1616,0.9877,120.69,57.12,3.171,2.902,1177.9,1037.12,413.62
12/22/2014,97.67,0.8135,0.7821,1.223,187.17,1.559,1.1627,0.9839,120.06,55.26,3.144,2.904,1179.7,1036.75,411.12
12/19/2014,97.32,0.8144,0.7823,1.2228,186.81,1.5632,1.1601,0.9836,119.5,56.52,3.464,2.908,1195.9,1030.38,410.88
12/18/2014,97.03,0.8165,0.7841,1.2286,186.22,1.5671,1.1576,0.98,118.83,54.11,3.642,2.873,1194.7,1036.12,411.38
12/17/2014,96.39,0.8124,0.7925,1.2343,184.81,1.5575,1.1631,0.973,118.66,56.47,3.702,2.888,1194.3,1026.25,408.38
12/16/2014,95.67,0.8218,0.7944,1.2511,183.33,1.5749,1.1628,0.9599,116.41,55.93,3.619,2.877,1193.9,1023.25,405.88
12/15/2014,96.74,0.821,0.7954,1.2437,184.25,1.5637,1.1671,0.9657,117.83,55.91,3.719,2.898,1207.2,1037.25,408.88
12/12/2014,97.95,0.8245,0.7927,1.2462,186.76,1.572,1.1583,0.9641,118.8,57.81,3.795,2.946,1222,1047.5,406.38
12/11/2014,98.17,0.8273,0.789,1.2411,186.69,1.5732,1.1522,0.9682,118.67,59.95,3.634,2.941,1225.1,1041.38,397.88
12/10/2014,97.97,0.8317,0.7921,1.2448,185.12,1.5716,1.1483,0.9665,117.81,60.94,3.706,2.914,1228.9,1031.88,393.62
12/9/2014,99.27,0.8294,0.7896,1.2375,187.57,1.5671,1.1444,0.9712,119.69,63.82,3.652,2.946,1231.5,1048.62,394.88
12/8/2014,100.1,0.8294,0.7869,1.2317,188.93,1.5653,1.1479,0.9764,120.69,63.05,3.595,2.91,1194.7,1044.12,390.12
12/5/2014,101.1,0.8326,0.7883,1.2286,189.22,1.5583,1.1439,0.9785,121.42,65.84,3.802,2.925,1190.1,1038.62,395.88
12/4/2014,100.42,0.8383,0.7899,1.2379,187.74,1.5673,1.1384,0.9713,119.78,66.81,3.649,2.933,1207.5,1010.62,389.38
12/3/2014,100.7,0.8406,0.7849,1.2311,187.91,1.5686,1.1364,0.9775,119.8,67.38,3.805,2.893,1208.5,999,381.88
12/2/2014,100.67,0.8444,0.792,1.2383,186.41,1.5636,1.1407,0.9723,119.22,66.88,3.874,2.913,1199.2,995.63,381.38
12/1/2014,100.53,0.8491,0.7927,1.247,186.24,1.573,1.1329,0.9646,118.39,69,4.007,2.93,1218,1018.13,390.12
11/28/2014,100.97,0.851,0.7957,1.2452,185.66,1.5649,1.1415,0.9657,118.64,66.15,4.088,2.86,1175.2,1014.13,389.38
11/27/2014,100.59,0.8546,0.7923,1.2467,185.22,1.5736,1.133,0.964,117.7,68.55,4.192,2.951,1188.8,1047.88,391.62
11/26/2014,100.62,0.8547,0.792,1.2506,185.92,1.5792,1.1244,0.9612,117.73,73.69,4.355,2.96,1196.6,1047.88,391.62
11/25/2014,100.64,0.8531,0.7942,1.2474,185.31,1.5708,1.1259,0.964,117.97,74.09,4.282,2.961,1197.8,1050.88,387.88
11/24/2014,101.93,0.8618,0.7923,1.2443,185.76,1.5705,1.1279,0.9665,118.28,75.78,4.151,3.004,1195.5,1035,380.38
11/21/2014,102.14,0.867,0.7914,1.239,184.44,1.5655,1.1231,0.9694,117.81,76.51,4.266,3.035,1197.5,1039.62,370.88
11/20/2014,101.88,0.8618,0.799,1.2539,185.53,1.5695,1.13,0.9585,118.22,75.58,4.489,3.027,1190.7,1021.75,373.12
11/19/2014,101.67,0.8618,0.8005,1.2554,185.01,1.5682,1.1341,0.9569,117.98,74.58,4.371,3.047,1193.6,1005.75,363.12
11/18/2014,101.92,0.8721,0.8019,1.2537,182.71,1.5634,1.1296,0.9581,116.87,74.61,4.244,3.011,1196.7,1024,372.12
11/17/2014,101.58,0.8709,0.796,1.245,182.45,1.5641,1.1305,0.9649,116.65,75.64,4.341,3.05,1183,1035.12,377.62
11/14/2014,101.71,0.8747,0.7992,1.2524,182.21,1.567,1.1288,0.9589,116.28,75.82,4.02,3.058,1185,1021.88,381.88
11/13/2014,100.95,0.8721,0.7941,1.2476,181.87,1.5711,1.1366,0.9635,115.75,74.21,3.977,2.999,1161.1,1055.12,385.62
11/12/2014,100.69,0.8719,0.7882,1.2439,182.25,1.5781,1.1316,0.9665,115.48,77.18,4.185,3.034,1158.9,1048.75,378.38
11/11/2014,100.57,0.8686,0.7836,1.2475,184.31,1.5919,1.1332,0.9645,115.78,77.94,4.247,3.042,1162.8,1064.25,374.12
11/10/2014,99.03,0.8621,0.7841,1.2421,181.96,1.5842,1.1381,0.9682,114.86,77.4,4.255,3.027,1159.6,1024.12,369.38
11/7/2014,98.9,0.8635,0.7846,1.2454,181.81,1.5874,1.1327,0.9658,114.54,78.65,4.412,3.053,1169.6,1038.88,367.38
11/6/2014,98.61,0.8559,0.7816,1.2375,182.4,1.5832,1.1424,0.9734,115.21,77.91,4.404,3.03,1142.3,1027.88,370.38
11/5/2014,98.51,0.8592,0.7815,1.2486,183.16,1.5977,1.1385,0.9641,114.64,78.68,4.194,3.022,1145.4,1020.12,370.12
11/4/2014,99.28,0.8739,0.784,1.2546,181.8,1.6003,1.1409,0.9597,113.6,77.19,4.129,3.034,1167.4,1010.12,364.38
11/3/2014,99,0.868,0.7815,1.2483,182.16,1.5972,1.1359,0.9659,114.05,78.78,4.046,3.079,1169.4,1029.25,373.88
10/31/2014,98.82,0.8798,0.783,1.2525,179.69,1.5998,1.1266,0.963,112.33,80.54,3.873,3.061,1171.1,1043.12,376.25
10/30/2014,96.47,0.8834,0.7883,1.2613,174.74,1.6,1.1187,0.956,109.21,81.12,3.827,3.072,1198.1,1029.88,373.5
10/29/2014,95.8,0.8798,0.789,1.2632,174.34,1.6011,1.118,0.9549,108.89,82.2,3.728,3.112,1224.9,1050.25,375.62
10/28/2014,95.78,0.8855,0.7894,1.2734,174.46,1.6131,1.1165,0.9473,108.16,81.42,3.649,3.108,1229.2,1014.62,364.62
10/27/2014,94.89,0.8802,0.7877,1.2698,173.81,1.612,1.1247,0.9495,107.81,81,3.561,3.078,1229.1,1011.38,363.12
10/24/2014,95.13,0.8795,0.7874,1.2671,174.03,1.6091,1.1232,0.952,108.16,81.01,3.623,3.051,1231.2,978.38,352.38
10/23/2014,94.86,0.8761,0.7889,1.2647,173.56,1.6031,1.1229,0.9542,108.27,82.09,3.622,3.05,1228.5,993.38,360.12
10/22/2014,94.05,0.8778,0.7881,1.2649,171.97,1.6051,1.1238,0.9539,107.14,80.52,3.659,3.022,1245.5,961.63,352.88
10/21/2014,93.92,0.8779,0.7892,1.2715,172.38,1.6112,1.1221,0.9492,107,82.81,3.711,3.031,1251.7,965.12,356.12
10/20/2014,93.94,0.8783,0.7918,1.2799,172.9,1.6165,1.1285,0.9425,106.95,82.71,3.67,2.99,1244,945.38,347.88
10/17/2014,93.45,0.8743,0.793,1.2763,172.01,1.6095,1.1278,0.9464,106.88,82.75,3.766,3.001,1238.3,951.38,347.62
10/16/2014,93.11,0.8757,0.7962,1.281,171.07,1.6088,1.1256,0.9425,106.33,82.7,3.796,2.978,1240.5,967.38,352.62
10/15/2014,93.53,0.8829,0.8012,1.2837,169.71,1.6021,1.1255,0.9401,105.92,81.78,3.8,3.005,1244.1,951.5,347.62
10/14/2014,93.28,0.8713,0.796,1.2659,170.27,1.5904,1.1296,0.9536,107.06,81.84,3.816,3.085,1233.6,965,357.12
10/13/2014,93.72,0.877,0.7929,1.2753,171.89,1.6085,1.12,0.948,106.86,85.74,3.916,3.037,1229.3,944.75,346.88
10/10/2014,93.5,0.8683,0.7854,1.2628,173.11,1.6078,1.12,0.9576,107.67,85.82,3.859,3.032,1221,923.12,334.88
10/9/2014,94.72,0.8783,0.7873,1.2691,173.83,1.6119,1.1186,0.9544,107.84,85.77,3.845,3.028,1224.6,941.88,344.38
10/8/2014,95.56,0.8841,0.7876,1.2734,174.75,1.6168,1.1107,0.9519,108.08,87.31,3.855,3,1205.3,934.63,343.38
10/7/2014,95.27,0.8818,0.7872,1.267,173.89,1.6096,1.1176,0.9568,108.03,88.85,3.957,3.034,1211.7,941.25,341.12
10/6/2014,95.34,0.8763,0.7867,1.2654,175,1.6084,1.1132,0.9585,108.8,90.34,3.898,3.03,1206.7,941.63,332.38
10/3/2014,95.22,0.8675,0.7841,1.2517,175.24,1.5964,1.1243,0.9679,109.77,89.74,4.039,2.994,1192.2,911.62,323.88
10/2/2014,95.45,0.8804,0.7847,1.2669,175.04,1.6143,1.1158,0.954,108.42,91.01,3.932,2.997,1214.2,925.38,322.62
10/1/2014,95.16,0.8738,0.78,1.2624,176.26,1.6186,1.1164,0.9559,108.89,90.73,4.023,3.034,1214.6,917.38,321.38
9/30/2014,95.91,0.8746,0.7791,1.2632,177.79,1.6214,1.1199,0.9552,109.66,91.16,4.121,3.006,1210.5,912.38,320.12
9/29/2014,95.45,0.8718,0.7811,1.2685,177.82,1.6241,1.1163,0.9514,109.48,94.57,4.154,3.053,1217.5,922.38,325.88
9/26/2014,95.78,0.8765,0.7807,1.2685,177.56,1.6247,1.1154,0.9516,109.28,93.54,3.984,3.029,1215.4,910.62,323.12
9/25/2014,95.56,0.8787,0.7814,1.2751,177.46,1.6318,1.111,0.9466,108.75,92.53,3.971,3.06,1221.2,923.38,326.38
9/24/2014,96.84,0.8883,0.7822,1.278,178.14,1.634,1.1058,0.9455,109.03,92.8,3.911,3.059,1218.6,936.62,329.38
9/23/2014,96.27,0.884,0.7839,1.2847,178.46,1.6388,1.1079,0.9399,108.89,91.56,3.816,3.034,1222,936.88,325.38
9/22/2014,96.58,0.8873,0.7854,1.285,178.08,1.6361,1.1043,0.9398,108.84,91.52,3.85,3.038,1216.8,938,330.38
9/19/2014,97.33,0.8926,0.7876,1.2829,177.61,1.6288,1.0962,0.941,109.05,92.41,3.837,3.088,1215.3,957.62,331.62
9/18/2014,97.74,0.8991,0.7879,1.2923,178.3,1.6401,1.0935,0.9338,108.71,93.07,3.91,3.092,1225.7,971.38,338.62
9/17/2014,97.11,0.896,0.7904,1.2866,176.41,1.6276,1.0999,0.9413,108.39,94.42,4.013,3.142,1234.4,982.88,341.38
9/16/2014,97.42,0.9094,0.7963,1.296,174.37,1.6277,1.097,0.9325,107.12,94.88,3.995,3.16,1235.2,981.75,343.88
9/15/2014,96.75,0.9028,0.7973,1.2941,173.97,1.6233,1.1056,0.9353,107.17,92.92,3.931,3.081,1233.6,987.88,343.12
9/12/2014,97.03,0.9039,0.797,1.2965,174.62,1.6268,1.1094,0.9336,107.33,92.27,3.857,3.102,1229.9,984.75,338.38
9/11/2014,97.47,0.91,0.7952,1.2926,174.1,1.6255,1.1032,0.9358,107.11,92.83,3.823,3.087,1239,982,341.62
9/10/2014,97.83,0.9156,0.7967,1.2917,173.22,1.6213,1.0934,0.9367,106.84,91.67,3.954,3.104,1243.5,993.88,345.62
9/9/2014,97.73,0.9203,0.8033,1.2937,171.04,1.6106,1.0981,0.9331,106.19,92.75,3.984,3.095,1248.5,992.88,344.12
9/8/2014,98.41,0.9281,0.8007,1.2897,170.76,1.6105,1.0975,0.9355,106.03,92.66,3.876,3.158,1252.7,1008.63,348.38
9/5/2014,98.56,0.9378,0.7932,1.2951,171.59,1.6327,1.088,0.9312,105.1,93.29,3.793,3.158,1265.8,1020.5,356.62
9/4/2014,98.42,0.9348,0.7926,1.2945,171.93,1.6333,1.0876,0.9318,105.27,94.45,3.819,3.139,1265.1,1003.12,346.62
9/3/2014,97.96,0.9347,0.7988,1.3151,172.53,1.6462,1.0889,0.9177,104.81,95.54,3.847,3.111,1268.9,1020.12,351.38
9/2/2014,97.46,0.9275,0.7974,1.3133,173.06,1.647,1.093,0.9191,105.08,92.88,3.89,3.135,1263.7,1032.5,363.62
9/1/2014,97.4,0.9333,0.7905,1.3128,173.32,1.6607,1.0872,0.9194,104.36,95.83,4.054,3.149,1287.4,1024.25,365.88
8/29/2014,97.19,0.9338,0.7912,1.3133,172.75,1.6599,1.0878,0.9183,104.08,95.96,4.065,3.135,1285.8,1024.25,365.88
8/28/2014,97.03,0.9356,0.7948,1.3183,172.03,1.6586,1.0861,0.9153,103.72,94.55,4.044,3.127,1288.7,1029.25,369.12
8/27/2014,96.97,0.9336,0.7959,1.3193,172.17,1.6577,1.0865,0.9146,103.86,93.88,3.957,3.175,1281.9,1023.12,365.12
8/26/2014,96.86,0.9306,0.7962,1.3169,172.13,1.654,1.0953,0.9175,104.07,93.86,3.911,3.182,1283.8,1028.12,364.62
8/25/2014,96.74,0.9297,0.7957,1.3193,172.5,1.6579,1.0983,0.9154,104.06,93.35,3.937,3.213,1277.3,1029,367.62
8/22/2014,96.83,0.9315,0.7992,1.3243,172.25,1.6571,1.0947,0.914,103.94,93.65,3.84,3.199,1278.6,1166.5,365.62
8/21/2014,96.58,0.9302,0.8011,1.3282,172.15,1.658,1.0943,0.9115,103.83,93.96,3.889,3.172,1273.7,1136.25,362.12
8/20/2014,96.36,0.9287,0.7991,1.326,172.19,1.6596,1.0969,0.9133,103.75,96.07,3.823,3.174,1293.4,1120.88,359.75
8/19/2014,95.72,0.9302,0.8016,1.332,171,1.6617,1.0942,0.9093,102.91,94.48,3.877,3.086,1295.1,1118.75,362.38
8/18/2014,95.59,0.9319,0.7988,1.3363,171.58,1.6728,1.0889,0.9065,102.57,96.41,3.792,3.103,1297.7,1114.12,360.12
8/15/2014,95.41,0.9321,0.8025,1.3399,170.91,1.6697,1.0896,0.9024,102.36,97.35,3.776,3.097,1304.5,1102.5,365.38
8/14/2014,95.47,0.9319,0.8008,1.3364,170.95,1.6687,1.0901,0.9066,102.44,95.58,3.906,3.086,1313.9,1098.38,362.38
8/13/2014,95.31,0.9304,0.8008,1.3364,170.94,1.6688,1.0912,0.9075,102.43,97.59,3.831,3.106,1312.8,1079.5,358.38
8/12/2014,94.78,0.9269,0.7952,1.337,171.94,1.6813,1.0925,0.9076,102.26,97.37,3.974,3.149,1308.8,1094.75,358.12
8/11/2014,94.67,0.9264,0.7974,1.3385,171.56,1.6787,1.0922,0.9064,102.19,98.08,3.965,3.167,1308.5,1108,356.88
8/8/2014,94.69,0.9278,0.7995,1.3411,171.19,1.6773,1.0974,0.9052,102.06,97.65,3.962,3.166,1308.9,1113.88,352.5
8/7/2014,94.65,0.9271,0.7941,1.3363,171.85,1.6833,1.0928,0.9091,102.11,97.34,3.876,3.171,1310.8,1098.88,359.12
8/6/2014,95.52,0.9355,0.794,1.3382,172.1,1.6854,1.0916,0.9073,102.11,96.92,3.933,3.163,1306.7,1096.62,363.12
8/5/2014,95.45,0.9304,0.7922,1.3376,173.24,1.6886,1.096,0.9091,102.59,97.38,3.897,3.199,1284,1080.62,356.12
8/4/2014,95.76,0.9334,0.796,1.3422,173,1.6863,1.0908,0.9066,102.59,98.29,3.834,3.236,1287.7,1095.12,359.12
8/1/2014,95.56,0.9311,0.7984,1.3431,172.63,1.6821,1.0917,0.906,102.63,97.88,3.798,3.207,1293.6,1074.38,351.88
7/31/2014,95.56,0.9296,0.793,1.3389,173.58,1.6886,1.0906,0.9086,102.8,98.17,3.841,3.223,1281.3,1098.12,357.38
7/30/2014,95.92,0.9331,0.7921,1.3397,173.87,1.6914,1.0902,0.9088,102.8,100.27,3.786,3.232,1294.9,1102.62,361.88
7/29/2014,95.83,0.9384,0.7914,1.341,173.05,1.6945,1.0853,0.9071,102.13,100.97,3.808,3.209,1298.3,1122.38,361.88
7/28/2014,95.81,0.9406,0.7913,1.344,173,1.6984,1.0796,0.904,101.86,101.67,3.747,3.231,1303.3,1135.88,367.88
7/25/2014,95.69,0.9395,0.7913,1.3432,172.87,1.6974,1.0813,0.9049,101.84,102.09,3.781,3.227,1303.1,1211.62,363.12
7/24/2014,95.89,0.9418,0.7926,1.3464,172.94,1.6986,1.0746,0.9025,101.81,102.07,3.847,3.254,1290.6,1208.12,361.25
7/23/2014,95.97,0.9457,0.7901,1.3465,172.97,1.7044,1.0729,0.9023,101.48,103.12,3.762,3.195,1306.5,1200.75,362.25
7/22/2014,95.3,0.9393,0.7891,1.3465,173.15,1.7065,1.0738,0.9024,101.47,104.42,3.772,3.196,1308,1184,360.12
7/21/2014,95.04,0.9373,0.792,1.3523,173.15,1.7075,1.0736,0.8981,101.4,104.59,3.849,3.187,1313.7,1177.25,364.12
7/18/2014,95.16,0.9391,0.7914,1.3524,173.16,1.7088,1.0732,0.8989,101.33,103.13,3.951,3.174,1309.2,1177.75,370.88
7/17/2014,94.62,0.9353,0.7911,1.3527,173.01,1.7101,1.0762,0.8973,101.17,103.19,3.954,3.209,1316.7,1173.12,379.38
7/16/2014,95.25,0.9368,0.7893,1.3525,174.25,1.7138,1.0742,0.8983,101.68,101.2,4.119,3.205,1299.6,1187.5,378.12
7/15/2014,95.28,0.9371,0.7916,1.3572,174.32,1.7143,1.0759,0.8956,101.69,99.96,4.097,3.239,1296.9,1181.38,374.25
7/14/2014,95.4,0.9395,0.7972,1.362,173.49,1.7085,1.0712,0.892,101.55,100.91,4.147,3.239,1306.3,1196.25,381.62
7/11/2014,95.22,0.9393,0.7947,1.3609,173.61,1.7125,1.0733,0.8927,101.38,100.83,4.146,3.259,1337,1196.38,377.12
7/10/2014,95.21,0.9395,0.7944,1.361,173.62,1.7132,1.065,0.8922,101.33,102.93,4.12,3.256,1338.7,1232.5,385.88
7/9/2014,95.67,0.9413,0.7953,1.3645,174.38,1.7158,1.0653,0.8911,101.64,102.29,4.17,3.236,1323.8,1245.88,390.88
7/8/2014,95.5,0.9401,0.7946,1.3613,174.02,1.7131,1.0679,0.893,101.58,103.4,4.204,3.243,1316,1248.75,398.62
7/7/2014,95.45,0.9373,0.7944,1.3605,174.44,1.7127,1.0685,0.8937,101.84,103.53,4.225,3.248,1316.5,1274.38,401.62
7/4/2014,95.62,0.9364,0.7923,1.3596,175.23,1.716,1.0655,0.8942,102.12,103.76,4.369,3.27,1321.3,1298.38,409.62
7/3/2014,95.52,0.9346,0.7934,1.3611,175.3,1.7154,1.0635,0.8933,102.19,104.06,4.406,3.265,1320.4,1298.38,409.62
7/2/2014,96.12,0.9444,0.7958,1.366,174.73,1.7166,1.0665,0.889,101.79,104.48,4.357,3.252,1330.7,1314.5,412.75
7/1/2014,96.42,0.9497,0.7976,1.3679,174.12,1.715,1.0632,0.8877,101.53,105.34,4.455,3.191,1326.4,1327.5,416.12
6/30/2014,95.57,0.9432,0.8004,1.3692,173.33,1.7106,1.0671,0.8869,101.33,105.37,4.461,3.188,1321.8,1327.5,417.12
6/27/2014,95.53,0.9424,0.8012,1.3649,172.69,1.7035,1.0668,0.8909,101.38,105.74,4.409,3.149,1319,1376.5,441.88
6/26/2014,95.78,0.9414,0.7994,1.3612,173.23,1.7027,1.0689,0.8937,101.73,105.84,4.4,3.161,1316.1,1381.75,438.38
6/25/2014,95.84,0.9408,0.8025,1.363,173.02,1.6984,1.0717,0.893,101.88,106.5,4.553,3.16,1322.2,1361.5,436.12
6/24/2014,95.52,0.9367,0.801,1.3605,173.21,1.6986,1.0746,0.8936,101.97,106.03,4.535,3.147,1320.9,1358.5,436.62
6/23/2014,96.06,0.9422,0.799,1.3605,173.59,1.7027,1.0729,0.8942,101.95,106.17,4.446,3.146,1318,1365.12,438.62
6/20/2014,95.83,0.9388,0.7994,1.3599,173.66,1.7012,1.0758,0.8953,102.08,107.26,4.531,3.118,1316.2,1418.38,453.38
6/19/2014,95.8,0.9398,0.7986,1.3608,173.68,1.7041,1.0818,0.8942,101.94,106.43,4.584,3.075,1313.7,1420.5,450.38
6/18/2014,95.89,0.9407,0.8001,1.3596,173.21,1.6993,1.0837,0.8955,101.92,105.97,4.659,3.055,1272.4,1409.25,440.88
6/17/2014,95.36,0.9336,0.7984,1.3546,173.29,1.6966,1.086,0.8993,102.14,106.36,4.709,3.058,1271.7,1398.38,439.38
6/16/2014,95.74,0.9401,0.7993,1.3575,172.97,1.6984,1.0844,0.8973,101.84,106.9,4.707,3.047,1274.9,1422.12,441.12
6/13/2014,95.97,0.9402,0.7983,1.3542,173.16,1.6965,1.0856,0.9007,102.07,106.91,4.739,3.03,1273.7,1425.88,447.38
6/12/2014,95.89,0.9426,0.8006,1.3553,172.21,1.6928,1.0853,0.8984,101.72,106.53,4.762,3.017,1273.6,1417.25,444.88
6/11/2014,95.79,0.9384,0.8061,1.3533,171.38,1.6788,1.0868,0.9,102.08,104.4,4.508,3.042,1260.8,1445.38,441.38
6/10/2014,95.94,0.9373,0.8085,1.3549,171.5,1.6756,1.0901,0.8992,102.36,104.35,4.53,3.055,1259.8,1461.75,445.12
6/9/2014,95.93,0.9356,0.8091,1.3594,172.28,1.6803,1.0903,0.8971,102.53,104.41,4.645,3.046,1253.5,1456.25,451.62
6/6/2014,95.65,0.9333,0.8119,1.3642,172.21,1.6803,1.0935,0.8937,102.48,102.66,4.71,3.053,1252.1,1457.62,458.38
6/5/2014,95.64,0.9341,0.8121,1.366,172.23,1.6821,1.0924,0.8913,102.39,102.48,4.701,3.091,1253,1461,449.12
6/4/2014,95.31,0.9276,0.8124,1.3599,171.99,1.6737,1.0939,0.8972,102.75,102.64,4.64,3.094,1244,1482.5,457.12
6/3/2014,94.95,0.9264,0.8136,1.3627,171.7,1.6749,1.0909,0.8962,102.5,102.66,4.629,3.146,1244.3,1481.25,457.38
6/2/2014,94.67,0.9246,0.8119,1.3597,171.46,1.6746,1.09,0.8987,102.39,102.47,4.612,3.179,1243.7,1498.12,465.12
5/30/2014,94.77,0.9312,0.8137,1.3631,170.51,1.6752,1.0843,0.8951,101.78,102.71,4.542,3.136,1245.6,1491.12,465.38
5/29/2014,94.75,0.9308,0.8137,1.3602,170.16,1.6717,1.0837,0.8978,101.8,103.58,4.559,3.154,1256.3,1498.75,470.38
5/28/2014,94.06,0.9235,0.8133,1.3591,170.2,1.6711,1.0874,0.8983,101.84,102.72,4.619,3.188,1259.7,1497.25,472.75
5/27/2014,94.44,0.926,0.8111,1.3635,171.45,1.681,1.0855,0.8969,101.99,104.11,4.505,3.193,1265.4,1489.38,469.75
5/26/2014,94.17,0.9236,0.8102,1.3646,171.72,1.6843,1.0859,0.8948,101.95,104.28,4.394,3.19,1292.5,1516.12,476.88
5/23/2014,94.13,0.9231,0.8098,1.3634,171.68,1.6832,1.0862,0.8961,101.97,104.35,4.405,3.18,1291.6,1516.12,476.88
5/22/2014,93.83,0.9223,0.8095,1.3656,171.63,1.687,1.0888,0.8943,101.73,103.74,4.359,3.152,1294.9,1517.38,476.88
5/21/2014,93.79,0.9252,0.8098,1.3687,171.34,1.6902,1.0913,0.8932,101.38,104.07,4.473,3.131,1288,1506.38,473.62
5/20/2014,93.66,0.9244,0.8138,1.3703,170.64,1.6838,1.0909,0.8922,101.33,102.44,4.552,3.156,1294.5,1469,473.5
5/19/2014,94.68,0.9332,0.8154,1.3709,170.66,1.6813,1.0877,0.8922,101.51,102.61,4.47,3.179,1294,1483.12,477.12
5/16/2014,95.06,0.9364,0.8144,1.3695,170.72,1.6816,1.0857,0.8927,101.52,102.02,4.413,3.161,1293.4,1465,484.12
5/15/2014,95.04,0.9356,0.8166,1.3711,170.53,1.6789,1.0886,0.8911,101.58,101.5,4.469,3.162,1293.5,1468.38,484.38
5/14/2014,95.55,0.9378,0.818,1.3715,170.84,1.6766,1.0889,0.8899,101.89,102.37,4.367,3.174,1305.7,1485.88,495.38
5/13/2014,95.73,0.9362,0.8145,1.3704,172.06,1.6826,1.0905,0.8901,102.26,101.7,4.358,3.15,1294.6,1484.38,502.12
5/12/2014,95.59,0.9361,0.8155,1.3757,172.27,1.6868,1.0896,0.8878,102.12,100.59,4.434,3.167,1295.6,1464.62,499.12
5/9/2014,95.38,0.9364,0.8165,1.376,171.66,1.6851,1.0896,0.8865,101.86,99.99,4.531,3.1,1287.6,1486.38,507.5
5/8/2014,95.29,0.9373,0.8174,1.3841,172.14,1.6933,1.0832,0.88,101.66,100.26,4.572,3.083,1287.4,1469,516.62
5/7/2014,95.06,0.9327,0.8206,1.3912,172.78,1.6954,1.0899,0.8765,101.92,100.77,4.74,3.05,1288.6,1445.62,514.38
5/6/2014,95.08,0.9349,0.8205,1.3928,172.62,1.6978,1.0894,0.8743,101.69,99.5,4.799,3.075,1308.3,1459.25,517.62
5/5/2014,94.72,0.9274,0.8227,1.3876,172.28,1.6865,1.0956,0.8778,102.14,99.48,4.688,3.071,1309,1463.62,507.38
